Store_ID,Vendor_ID,Product_SKU,Revenue,Units_Sold,Transaction_ID,Day,Month,Year,Quarter,StoreName,VendorName,Category,Product_Brand,Discount_Applied,Customer_Segment,Sales_Channel
ST0038,VND0012,XIA-MI12,25999,1,TXN001042,19,7,2024,3,TechMart Bhopal,MSI India,Smartphones,Xiaomi,0.35,Adventure,Online
ST0047,VND0025,AMD-R7700,111997,4,TXN001043,20,4,2022,2,TechFusion Bangalore,Microsoft India,Processors,AMD,0.3,Student,In-Store
ST0001,VND0002,CAN-EOS90,140398,2,TXN001044,10,12,2023,4,TechWorld Mumbai,Samsung Electronics,Camera,Canon,0.22,Mass Market,Online
ST0038,VND0026,APL-IPH14,70199,1,TXN001045,5,6,2022,2,TechMart Bhopal,Huawei India,Smartphones,Apple,0.22,Fitness,In-Store
ST0036,VND0029,TAM-2870,71999,1,TXN001046,16,11,2023,4,ElectroShop Lucknow,Alienware India,Camera,Tamron,0.2,Professional,Online
ST0049,VND0014,PHI-55PUS,140798,2,TXN001047,18,1,2024,1,DigitalEdge Hyderabad,Lenovo India,Television,Philips,0.12,Adventure,Online
ST0022,VND0032,KIN-K380,4199,2,TXN001048,23,2,2022,1,DataStore Bangalore,Garmin India,Accessories,Kinesis,0.3,Adventure,In-Store
ST0002,VND0038,WES-4TB,6749,1,TXN001049,1,12,2022,4,ElectroMart Delhi,Western Digital,Storage,WD,0.25,Student,In-Store
ST0004,VND0019,JAB-75T,59795,5,TXN001050,16,6,2024,2,CompuZone Chennai,Vivo India,Audio,Jabra,0.08,Business,In-Store
ST0037,VND0026,STE-DECK,44999,1,TXN001051,15,4,2022,2,DigitalWorld Indore,Huawei India,Gaming Console,Steam,0.1,Mass Market,In-Store
ST0007,VND0015,ACE-PH317,202798,2,TXN001052,12,2,2022,1,OfficeMax Pune,Xiaomi India,Gaming Laptops,Acer,0.22,Business,Online
ST0021,VND0003,LOG-MX3,20397,3,TXN001053,25,6,2023,2,PCWorld Ahmedabad,Sony India,Accessories,Logitech,0.15,Professional,Online
ST0004,VND0017,TCL-55C8,132598,2,TXN001054,2,10,2023,4,CompuZone Chennai,OnePlus India,Television,TCL,0.22,Gaming,Online
ST0037,VND0033,HP-PAV15,214496,5,TXN001055,13,11,2022,4,DigitalWorld Indore,Tamron India,Laptops,HP,0.22,Premium,In-Store
ST0041,VND0014,ALI-M15,175497,3,TXN001056,1,9,2022,3,TechPlaza Surat,Lenovo India,Gaming Laptops,Alienware,0.1,Gaming,In-Store
ST0036,VND0045,APL-IPD11,67999,1,TXN001057,26,3,2023,1,ElectroShop Lucknow,Steam India,Tablets,Apple,0.15,Student,Online
ST0041,VND0007,APL-AW9,29249,1,TXN001058,3,12,2022,4,TechPlaza Surat,Nikon India,Wearables,Apple,0.35,Student,Online
ST0035,VND0022,PHI-55PUS,147198,2,TXN001059,15,5,2023,2,GadgetGalaxy Jaipur,Harman Kardon,Television,Philips,0.08,Business,In-Store
ST0011,VND0038,POL-PLSBK,15599,1,TXN001060,19,5,2024,2,PhonePlanet Indore,Western Digital,Audio,Polk,0.22,Business,Online
ST0016,VND0037,SEN-A7IV,674996,5,TXN001061,2,4,2023,2,ConnectStore Vadodara,Corsair India,Camera,Sony,0.25,Premium,Online
ST0005,VND0029,RAZ-BLA17,299999,2,TXN001062,6,8,2023,3,PhotoPro Kolkata,Alienware India,Gaming Laptops,Razer,0.25,Business,Online
ST0022,VND0027,CAN-EOS90,152998,2,TXN001063,15,7,2024,3,DataStore Bangalore,LG Electronics,Camera,Canon,0.15,Fitness,In-Store
ST0046,VND0042,ONE-11R,47499,1,TXN001064,25,9,2024,3,GadgetCrave Delhi,Jabra India,Smartphones,OnePlus,0.05,Premium,In-Store
ST0005,VND0025,SAM-GAL23,66879,1,TXN001065,8,5,2024,2,PhotoPro Kolkata,Microsoft India,Smartphones,Samsung,0.12,Adventure,Online
ST0013,VND0020,INT-I712K,191246,5,TXN001066,23,8,2023,3,WearTech Nagpur,JBL India,Processors,Intel,0.15,Fitness,In-Store
ST0015,VND0024,FUJ-XT5,220798,2,TXN001067,28,7,2022,3,ProCam Surat,GoPro India,Camera,Fujifilm,0.08,Professional,Online
ST0034,VND0034,NVI-RTX40,125999,2,TXN001068,15,5,2024,2,TechSavvy Pune,Logitech India,Graphics Cards,Nvidia,0.3,Premium,In-Store
ST0045,VND0012,HUA-P60,136498,3,TXN001069,14,1,2024,1,ElectroVibe Mumbai,MSI India,Smartphones,Huawei,0.35,Adventure,Online
ST0048,VND0007,APL-MBA13,358797,3,TXN001070,20,4,2023,2,ElectroFlow Chennai,Nikon India,Laptops,Apple,0.08,Mass Market,Online
ST0041,VND0002,APL-MBA13,116999,1,TXN001071,15,11,2024,4,TechPlaza Surat,Samsung Electronics,Laptops,Apple,0.1,Adventure,In-Store
ST0034,VND0031,TCL-55C8,80749,1,TXN001072,7,1,2024,1,TechSavvy Pune,Samsung Electronics,Television,TCL,0.05,Fitness,In-Store
ST0024,VND0033,SAM-TAB8,28699,1,TXN001073,23,11,2023,4,AudioZone Mumbai,Tamron India,Tablets,Samsung,0.18,Mass Market,Online
ST0011,VND0033,FUJ-XT5,113999,1,TXN001074,24,6,2024,2,PhonePlanet Indore,Tamron India,Camera,Fujifilm,0.05,Premium,In-Store
ST0009,VND0047,MSI-GE76,322998,2,TXN001075,19,6,2022,2,HomeTech Jaipur,Nothing India,Gaming Laptops,MSI,0.15,Business,Online
ST0019,VND0021,ONE-11R,81998,2,TXN001076,23,11,2023,4,FitTech Coimbatore,Acer India,Smartphones,OnePlus,0.18,Fitness,In-Store
ST0032,VND0019,LOG-MX3,21117,3,TXN001077,10,4,2023,2,CyberMart Hyderabad,Vivo India,Accessories,Logitech,0.12,Professional,In-Store
ST0031,VND0047,GAR-WTC6,32499,2,TXN001078,27,9,2022,3,DigitalStore Chennai,Nothing India,Wearables,Garmin,0.35,Adventure,In-Store
ST0034,VND0031,SAM-TAB8,27999,1,TXN001079,16,10,2024,4,TechSavvy Pune,Samsung Electronics,Tablets,Samsung,0.2,Fitness,Online
ST0009,VND0043,RAZ-BLA17,359998,2,TXN001080,5,12,2024,4,HomeTech Jaipur,Lenovo India,Gaming Laptops,Razer,0.1,Student,Online
ST0021,VND0002,ACE-PH317,311998,3,TXN001081,12,7,2022,3,PCWorld Ahmedabad,Samsung Electronics,Gaming Laptops,Acer,0.2,Business,In-Store
ST0021,VND0010,APL-IPH14,256497,3,TXN001082,14,9,2023,3,PCWorld Ahmedabad,Dell India,Smartphones,Apple,0.05,Mass Market,Online
ST0013,VND0021,PHI-55PUS,111999,2,TXN001083,11,8,2024,3,WearTech Nagpur,Acer India,Television,Philips,0.3,Fitness,Online
ST0022,VND0010,SON-WH1000,22499,1,TXN001084,11,8,2024,3,DataStore Bangalore,Dell India,Audio,Sony,0.1,Professional,In-Store
ST0004,VND0001,PAN-GH6,163999,1,TXN001085,23,11,2024,4,CompuZone Chennai,Apple Store Partner,Camera,Panasonic,0.18,Mass Market,In-Store
ST0013,VND0025,LEN-T14,146248,3,TXN001086,5,10,2024,4,WearTech Nagpur,Microsoft India,Laptops,Lenovo,0.35,Gaming,Online
ST0009,VND0034,APL-IPD11,211197,3,TXN001087,19,5,2022,2,HomeTech Jaipur,Logitech India,Tablets,Apple,0.12,Student,In-Store
ST0017,VND0008,REA-11PRO,26399,1,TXN001088,11,9,2024,3,BudgetTech Nagpur,Asus India,Smartphones,Realme,0.12,Adventure,In-Store
ST0023,VND0014,ACE-PH317,426397,4,TXN001089,10,12,2024,4,GraphicsHub Chennai,Lenovo India,Gaming Laptops,Acer,0.18,Adventure,Online
ST0045,VND0004,NVI-RTX40,143998,2,TXN001090,14,9,2024,3,ElectroVibe Mumbai,LG Electronics,Graphics Cards,Nvidia,0.2,Gaming,In-Store
ST0005,VND0044,CAN-EOS90,70199,1,TXN001091,27,3,2024,1,PhotoPro Kolkata,Zebronics India,Camera,Canon,0.22,Adventure,Online
ST0047,VND0009,TAM-2870,170998,2,TXN001092,18,3,2024,1,TechFusion Bangalore,Bose India,Camera,Tamron,0.05,Mass Market,In-Store
ST0021,VND0033,COR-K95,12749,1,TXN001093,27,5,2024,2,PCWorld Ahmedabad,Tamron India,Accessories,Corsair,0.15,Fitness,In-Store
ST0044,VND0037,MSI-GE76,623197,4,TXN001094,22,10,2022,4,TechSpot Ahmedabad,Corsair India,Gaming Laptops,MSI,0.18,Fitness,Online
ST0016,VND0040,LG-GRAM17,254997,3,TXN001095,19,1,2023,1,ConnectStore Vadodara,Nvidia India,Laptops,LG,0.15,Fitness,In-Store
ST0018,VND0043,ALI-M15,45499,1,TXN001096,18,12,2023,4,AudioMart Pune,Lenovo India,Gaming Laptops,Alienware,0.3,Mass Market,Online
ST0014,VND0010,ALI-M15,103998,2,TXN001097,12,3,2024,1,AudioWorld Kochi,Dell India,Gaming Laptops,Alienware,0.2,Mass Market,Online
ST0023,VND0023,SAM-QN85,719998,3,TXN001098,13,11,2023,4,GraphicsHub Chennai,Panasonic India,Television,Samsung,0.2,Fitness,Online
ST0008,VND0026,AMD-R7700,35999,1,TXN001099,26,5,2023,2,iStore Ahmedabad,Huawei India,Processors,AMD,0.1,Fitness,In-Store
ST0030,VND0049,AMD-R7700,35999,1,TXN001100,4,8,2023,3,TechCenter Mumbai,DJI India,Processors,AMD,0.1,Student,Online
ST0027,VND0006,AMD-R7700,73598,2,TXN001101,15,2,2022,1,MobileWorld Surat,Canon India,Processors,AMD,0.08,Professional,In-Store
ST0037,VND0021,ASU-ROG17,103999,1,TXN001102,2,1,2024,1,DigitalWorld Indore,Acer India,Gaming Laptops,Asus,0.35,Premium,Online
ST0028,VND0047,INT-I712K,35099,1,TXN001103,23,6,2024,2,DroneHub Bangalore,Nothing India,Processors,Intel,0.22,Mass Market,In-Store
ST0003,VND0007,MSI-GE76,360998,2,TXN001104,11,3,2024,1,GadgetHub Bangalore,Nikon India,Gaming Laptops,MSI,0.05,Professional,Online
ST0047,VND0050,PHI-55PUS,75999,1,TXN001105,16,9,2022,3,TechFusion Bangalore,Oppo India,Television,Philips,0.05,Gaming,Online
ST0031,VND0004,FUJ-XT5,227998,2,TXN001106,27,10,2023,4,DigitalStore Chennai,LG Electronics,Camera,Fujifilm,0.05,Professional,Online
ST0014,VND0033,TCL-55C8,78199,1,TXN001107,28,8,2024,3,AudioWorld Kochi,Tamron India,Television,TCL,0.08,Mass Market,In-Store
ST0043,VND0031,MSI-GE76,303998,2,TXN001108,20,12,2024,4,DigitalHub Coimbatore,Samsung Electronics,Gaming Laptops,MSI,0.2,Mass Market,In-Store
ST0010,VND0030,PAN-GH6,359998,2,TXN001109,27,2,2023,1,MobileMart Lucknow,Polk Audio,Camera,Panasonic,0.1,Premium,Online
ST0036,VND0036,NVI-RTX40,337496,5,TXN001110,24,4,2024,2,ElectroShop Lucknow,AMD India,Graphics Cards,Nvidia,0.25,Fitness,Online
ST0048,VND0015,APL-AW9,41399,1,TXN001111,21,2,2023,1,ElectroFlow Chennai,Xiaomi India,Wearables,Apple,0.08,Premium,Online
ST0046,VND0023,REA-11PRO,105596,4,TXN001112,3,3,2023,1,GadgetCrave Delhi,Panasonic India,Smartphones,Realme,0.12,Student,In-Store
ST0005,VND0018,SAM-TAB8,33249,1,TXN001113,12,1,2024,1,PhotoPro Kolkata,Razer India,Tablets,Samsung,0.05,Student,Online
ST0033,VND0038,HUA-P60,188997,3,TXN001114,22,9,2023,3,ElectronicsBay Kolkata,Western Digital,Smartphones,Huawei,0.1,Adventure,In-Store
ST0047,VND0047,SEN-A7IV,269999,2,TXN001115,24,8,2023,3,TechFusion Bangalore,Nothing India,Camera,Sony,0.25,Professional,Online
ST0033,VND0016,ZEB-ZEB55,7198,2,TXN001116,23,8,2023,3,ElectronicsBay Kolkata,Fujifilm India,Audio,Zebronics,0.1,Gaming,In-Store
ST0037,VND0043,GAR-WTC6,77997,4,TXN001117,11,4,2024,2,DigitalWorld Indore,Lenovo India,Wearables,Garmin,0.22,Student,In-Store
ST0001,VND0039,HUA-P60,64399,1,TXN001118,12,3,2024,1,TechWorld Mumbai,Seagate India,Smartphones,Huawei,0.08,Fitness,In-Store
ST0049,VND0020,PAN-GH6,389998,3,TXN001119,5,1,2024,1,DigitalEdge Hyderabad,JBL India,Camera,Panasonic,0.35,Fitness,In-Store
ST0031,VND0030,GAR-WTC6,112496,5,TXN001120,12,7,2024,3,DigitalStore Chennai,Polk Audio,Wearables,Garmin,0.1,Mass Market,Online
ST0016,VND0013,SAM-QN85,551998,2,TXN001121,1,9,2024,3,ConnectStore Vadodara,TCL India,Television,Samsung,0.08,Professional,In-Store
ST0019,VND0019,DEL-XPS13,110399,1,TXN001122,4,1,2022,1,FitTech Coimbatore,Vivo India,Laptops,Dell,0.08,Student,In-Store
ST0020,VND0038,THI-X1C9,103999,1,TXN001123,13,3,2023,1,PeripheralPlus Kochi,Western Digital,Laptops,ThinkPad,0.35,Professional,In-Store
ST0043,VND0037,SON-WH1000,44998,2,TXN001124,21,9,2023,3,DigitalHub Coimbatore,Corsair India,Audio,Sony,0.1,Professional,In-Store
ST0039,VND0032,CAN-EOS90,147598,2,TXN001125,5,4,2024,2,ElectronicHub Nagpur,Garmin India,Camera,Canon,0.18,Student,In-Store
ST0026,VND0042,SEA-2TB,9598,2,TXN001126,25,11,2023,4,ElectroMax Pune,Jabra India,Storage,Seagate,0.2,Professional,Online
ST0039,VND0025,JAB-75T,29248,3,TXN001127,3,10,2022,4,ElectronicHub Nagpur,Microsoft India,Audio,Jabra,0.25,Gaming,In-Store
ST0008,VND0045,LOG-MX3,6799,1,TXN001128,16,1,2023,1,iStore Ahmedabad,Steam India,Accessories,Logitech,0.15,Business,In-Store
ST0006,VND0007,RAZ-BLA17,327998,2,TXN001129,15,2,2022,1,GameZone Hyderabad,Nikon India,Gaming Laptops,Razer,0.18,Mass Market,Online
ST0017,VND0011,LG-GRAM17,74999,1,TXN001130,16,4,2023,2,BudgetTech Nagpur,Sony India,Laptops,LG,0.25,Fitness,In-Store
ST0034,VND0019,THI-X1C9,719996,5,TXN001131,18,7,2022,3,TechSavvy Pune,Vivo India,Laptops,ThinkPad,0.1,Adventure,Online
ST0045,VND0025,TCL-55C8,278797,4,TXN001132,24,8,2022,3,ElectroVibe Mumbai,Microsoft India,Television,TCL,0.18,Mass Market,In-Store
ST0034,VND0037,SAM-TAB8,55998,2,TXN001133,12,1,2024,1,TechSavvy Pune,Corsair India,Tablets,Samsung,0.2,Adventure,Online
ST0049,VND0006,ALI-M15,233996,4,TXN001134,23,12,2022,4,DigitalEdge Hyderabad,Canon India,Gaming Laptops,Alienware,0.1,Gaming,Online
ST0050,VND0032,MIC-SF8,62999,1,TXN001135,4,2,2024,1,TechSphere Kolkata,Garmin India,Tablets,Microsoft,0.3,Student,Online
ST0023,VND0043,MIC-SF8,67499,1,TXN001136,8,4,2023,2,GraphicsHub Chennai,Lenovo India,Tablets,Microsoft,0.25,Professional,Online
ST0032,VND0024,HUA-P60,64399,1,TXN001137,4,5,2024,2,CyberMart Hyderabad,GoPro India,Smartphones,Huawei,0.08,Gaming,Online
ST0038,VND0027,DEL-XPS13,539996,5,TXN001138,28,8,2024,3,TechMart Bhopal,LG Electronics,Laptops,Dell,0.1,Student,Online
ST0004,VND0047,PHI-55PUS,51999,1,TXN001139,23,12,2023,4,CompuZone Chennai,Nothing India,Television,Philips,0.35,Mass Market,Online
ST0009,VND0048,HP-PAV15,140247,3,TXN001140,22,10,2022,4,HomeTech Jaipur,Bose India,Laptops,HP,0.15,Professional,Online
ST0037,VND0019,CAN-EOS90,76499,1,TXN001141,28,9,2022,3,DigitalWorld Indore,Vivo India,Camera,Canon,0.15,Mass Market,In-Store
ST0050,VND0029,GAR-WTC6,21249,1,TXN001142,25,4,2023,2,TechSphere Kolkata,Alienware India,Wearables,Garmin,0.15,Professional,Online
ST0025,VND0005,ONE-11R,40999,1,TXN001143,1,9,2023,3,SoundMart Kolkata,HP India,Smartphones,OnePlus,0.18,Gaming,In-Store
ST0012,VND0020,LG-GRAM17,194998,3,TXN001144,26,9,2024,3,SmartChoice Bhopal,JBL India,Laptops,LG,0.35,Gaming,Online
ST0025,VND0042,SON-WH1000,38998,2,TXN001145,15,3,2022,1,SoundMart Kolkata,Jabra India,Audio,Sony,0.22,Student,Online
ST0019,VND0046,APL-AW9,101248,3,TXN001146,18,6,2024,2,FitTech Coimbatore,Philips India,Wearables,Apple,0.25,Mass Market,In-Store
ST0031,VND0039,HUA-P60,97999,2,TXN001147,9,6,2023,2,DigitalStore Chennai,Seagate India,Smartphones,Huawei,0.3,Adventure,In-Store
ST0007,VND0028,LG-GRAM17,179998,2,TXN001148,8,1,2024,1,OfficeMax Pune,Realme India,Laptops,LG,0.1,Gaming,Online
ST0037,VND0044,PAN-GH6,655997,4,TXN001149,1,5,2024,2,DigitalWorld Indore,Zebronics India,Camera,Panasonic,0.18,Student,In-Store
ST0027,VND0003,PAN-GH6,163999,1,TXN001150,12,2,2024,1,MobileWorld Surat,Sony India,Camera,Panasonic,0.18,Mass Market,In-Store
ST0027,VND0049,FUJ-XT5,101999,1,TXN001151,4,7,2022,3,MobileWorld Surat,DJI India,Camera,Fujifilm,0.15,Mass Market,In-Store
ST0041,VND0004,REA-11PRO,24599,1,TXN001152,17,2,2022,1,TechPlaza Surat,LG Electronics,Smartphones,Realme,0.18,Fitness,In-Store
ST0013,VND0029,CAN-EOS90,337496,5,TXN001153,2,8,2023,3,WearTech Nagpur,Alienware India,Camera,Canon,0.25,Business,In-Store
ST0047,VND0002,STE-DECK,79998,2,TXN001154,2,3,2024,1,TechFusion Bangalore,Samsung Electronics,Gaming Console,Steam,0.2,Mass Market,Online
ST0025,VND0044,RAZ-BLA17,649997,5,TXN001155,12,1,2024,1,SoundMart Kolkata,Zebronics India,Gaming Laptops,Razer,0.35,Mass Market,Online
ST0014,VND0020,TAM-2870,256497,3,TXN001156,9,5,2022,2,AudioWorld Kochi,JBL India,Camera,Tamron,0.05,Fitness,Online
ST0027,VND0041,LEN-T14,134998,2,TXN001157,27,4,2023,2,MobileWorld Surat,Kinesis India,Laptops,Lenovo,0.1,Gaming,In-Store
ST0048,VND0041,POL-PLSBK,25999,2,TXN001158,14,2,2023,1,ElectroFlow Chennai,Kinesis India,Audio,Polk,0.35,Business,Online
ST0047,VND0006,SAM-QN85,701998,3,TXN001159,9,10,2024,4,TechFusion Bangalore,Canon India,Television,Samsung,0.22,Fitness,In-Store
ST0022,VND0009,LG-GRAM17,94999,1,TXN001160,16,11,2024,4,DataStore Bangalore,Bose India,Laptops,LG,0.05,Adventure,In-Store
ST0030,VND0018,MSI-GE76,155799,1,TXN001161,5,10,2022,4,TechCenter Mumbai,Razer India,Gaming Laptops,MSI,0.18,Gaming,In-Store
ST0008,VND0014,AMD-R7700,35199,1,TXN001162,12,5,2023,2,iStore Ahmedabad,Lenovo India,Processors,AMD,0.12,Student,Online
ST0028,VND0022,THI-X1C9,623996,5,TXN001163,18,4,2024,2,DroneHub Bangalore,Harman Kardon,Laptops,ThinkPad,0.22,Student,In-Store
ST0032,VND0004,APL-AW9,82798,2,TXN001164,20,11,2024,4,CyberMart Hyderabad,LG Electronics,Wearables,Apple,0.08,Mass Market,In-Store
ST0021,VND0011,POL-PLSBK,31198,2,TXN001165,25,1,2022,1,PCWorld Ahmedabad,Sony India,Audio,Polk,0.22,Adventure,Online
ST0008,VND0045,HUA-P60,62999,1,TXN001166,14,7,2022,3,iStore Ahmedabad,Steam India,Smartphones,Huawei,0.1,Mass Market,Online
ST0023,VND0046,GOP-7R,389999,2,TXN001167,17,2,2024,1,GraphicsHub Chennai,Philips India,Camera,GoPro,0.35,Student,In-Store
ST0006,VND0042,TAM-2870,76499,1,TXN001168,19,8,2023,3,GameZone Hyderabad,Jabra India,Camera,Tamron,0.15,Fitness,In-Store
ST0025,VND0008,APL-AW9,40499,1,TXN001169,13,2,2023,1,SoundMart Kolkata,Asus India,Wearables,Apple,0.1,Professional,In-Store
ST0042,VND0024,ACE-PH317,220998,2,TXN001170,4,11,2024,4,ElectroCenter Vadodara,GoPro India,Gaming Laptops,Acer,0.15,Business,Online
ST0030,VND0014,MSI-GE76,161499,1,TXN001171,20,12,2024,4,TechCenter Mumbai,Lenovo India,Gaming Laptops,MSI,0.15,Business,Online
ST0035,VND0035,XIA-MI12,70398,2,TXN001172,12,6,2023,2,GadgetGalaxy Jaipur,Intel India,Smartphones,Xiaomi,0.12,Fitness,In-Store
ST0003,VND0018,NVI-RTX40,76499,1,TXN001173,17,8,2022,3,GadgetHub Bangalore,Razer India,Graphics Cards,Nvidia,0.15,Professional,In-Store
ST0017,VND0026,WES-4TB,18898,3,TXN001174,16,10,2023,4,BudgetTech Nagpur,Huawei India,Storage,WD,0.3,Mass Market,Online
ST0040,VND0010,KIN-K380,10497,5,TXN001175,15,3,2024,1,GadgetStore Kochi,Dell India,Accessories,Kinesis,0.3,Fitness,Online
ST0014,VND0020,APL-IPH14,58499,1,TXN001176,26,3,2024,1,AudioWorld Kochi,JBL India,Smartphones,Apple,0.35,Mass Market,Online
ST0018,VND0032,PHI-55PUS,135998,2,TXN001177,12,6,2023,2,AudioMart Pune,Garmin India,Television,Philips,0.15,Business,Online
ST0036,VND0026,POL-PLSBK,56997,3,TXN001178,25,9,2023,3,ElectroShop Lucknow,Huawei India,Audio,Polk,0.05,Business,Online
ST0026,VND0011,WES-4TB,15838,2,TXN001179,25,9,2023,3,ElectroMax Pune,Sony India,Storage,WD,0.12,Business,Online
ST0023,VND0024,SAM-TAB8,66498,2,TXN001180,7,6,2024,2,GraphicsHub Chennai,GoPro India,Tablets,Samsung,0.05,Adventure,Online
ST0033,VND0040,BOH-QC45,20999,1,TXN001181,16,12,2024,4,ElectronicsBay Kolkata,Nvidia India,Audio,Bose,0.3,Professional,In-Store
ST0023,VND0002,ASU-ROG17,262398,2,TXN001182,5,7,2024,3,GraphicsHub Chennai,Samsung Electronics,Gaming Laptops,Asus,0.18,Mass Market,In-Store
ST0029,VND0039,CAN-EOS90,314997,5,TXN001183,28,7,2024,3,SmartHome Delhi,Seagate India,Camera,Canon,0.3,Mass Market,In-Store
ST0020,VND0014,JAB-75T,11439,1,TXN001184,27,5,2024,2,PeripheralPlus Kochi,Lenovo India,Audio,Jabra,0.12,Adventure,In-Store
ST0007,VND0035,SAM-TAB8,54598,2,TXN001185,4,7,2024,3,OfficeMax Pune,Intel India,Tablets,Samsung,0.22,Adventure,In-Store
ST0038,VND0032,PHI-55PUS,271997,4,TXN001186,1,8,2024,3,TechMart Bhopal,Garmin India,Television,Philips,0.15,Professional,In-Store
ST0028,VND0041,APL-AW9,101248,3,TXN001187,10,9,2022,3,DroneHub Bangalore,Kinesis India,Wearables,Apple,0.25,Business,In-Store
ST0031,VND0013,SON-WH1000,20499,1,TXN001188,18,1,2022,1,DigitalStore Chennai,TCL India,Audio,Sony,0.18,Adventure,In-Store
ST0042,VND0010,HP-PAV15,233746,5,TXN001189,6,8,2022,3,ElectroCenter Vadodara,Dell India,Laptops,HP,0.15,Business,In-Store
ST0035,VND0010,MIC-SF8,175498,3,TXN001190,18,5,2023,2,GadgetGalaxy Jaipur,Dell India,Tablets,Microsoft,0.35,Business,Online
ST0030,VND0006,POL-PLSBK,16399,1,TXN001191,10,4,2023,2,TechCenter Mumbai,Canon India,Audio,Polk,0.18,Fitness,Online
ST0026,VND0049,RAZ-BLA17,551997,3,TXN001192,15,6,2024,2,ElectroMax Pune,DJI India,Gaming Laptops,Razer,0.08,Premium,In-Store
ST0028,VND0031,APL-AW9,85498,2,TXN001193,13,11,2023,4,DroneHub Bangalore,Samsung Electronics,Wearables,Apple,0.05,Student,Online
ST0039,VND0035,JAB-75T,42247,5,TXN001194,19,7,2022,3,ElectronicHub Nagpur,Intel India,Audio,Jabra,0.35,Gaming,Online
ST0004,VND0041,THI-X1C9,103999,1,TXN001195,13,12,2023,4,CompuZone Chennai,Kinesis India,Laptops,ThinkPad,0.35,Student,In-Store
ST0033,VND0020,GAR-WTC6,91996,4,TXN001196,18,12,2022,4,ElectronicsBay Kolkata,JBL India,Wearables,Garmin,0.08,Professional,In-Store
ST0029,VND0011,WES-4TB,25647,3,TXN001197,7,7,2022,3,SmartHome Delhi,Sony India,Storage,WD,0.05,Adventure,Online
ST0015,VND0002,APL-IPH14,152998,2,TXN001198,25,7,2023,3,ProCam Surat,Samsung Electronics,Smartphones,Apple,0.15,Student,Online
ST0047,VND0028,POL-PLSBK,55197,3,TXN001199,19,4,2024,2,TechFusion Bangalore,Realme India,Audio,Polk,0.08,Adventure,In-Store
ST0007,VND0043,JAB-75T,59795,5,TXN001200,24,1,2023,1,OfficeMax Pune,Lenovo India,Audio,Jabra,0.08,Gaming,In-Store
ST0045,VND0022,SAM-TAB8,31499,1,TXN001201,6,11,2023,4,ElectroVibe Mumbai,Harman Kardon,Tablets,Samsung,0.1,Fitness,In-Store
ST0004,VND0019,REA-11PRO,46798,2,TXN001202,14,8,2023,3,CompuZone Chennai,Vivo India,Smartphones,Realme,0.22,Mass Market,Online
ST0002,VND0044,RAZ-BLA17,159999,1,TXN001203,14,2,2022,1,ElectroMart Delhi,Zebronics India,Gaming Laptops,Razer,0.2,Professional,Online
ST0035,VND0034,PAN-GH6,551997,3,TXN001204,23,4,2022,2,GadgetGalaxy Jaipur,Logitech India,Camera,Panasonic,0.08,Gaming,Online
ST0029,VND0039,SEA-2TB,12598,3,TXN001205,24,12,2022,4,SmartHome Delhi,Seagate India,Storage,Seagate,0.3,Premium,In-Store
ST0024,VND0001,CAN-EOS90,76499,1,TXN001206,25,7,2024,3,AudioZone Mumbai,Apple Store Partner,Camera,Canon,0.15,Business,Online
ST0042,VND0050,ACE-PH317,363997,4,TXN001207,17,1,2022,1,ElectroCenter Vadodara,Oppo India,Gaming Laptops,Acer,0.3,Premium,In-Store
ST0041,VND0003,FUJ-XT5,203998,2,TXN001208,16,2,2022,1,TechPlaza Surat,Sony India,Camera,Fujifilm,0.15,Fitness,In-Store
ST0005,VND0039,VIV-X90,41249,1,TXN001209,16,7,2023,3,PhotoPro Kolkata,Seagate India,Smartphones,Vivo,0.25,Student,In-Store
ST0007,VND0002,LG-OLED55,155999,1,TXN001210,11,6,2023,2,OfficeMax Pune,Samsung Electronics,Television,LG,0.22,Business,Online
ST0047,VND0032,AMD-R7700,63998,2,TXN001211,6,4,2022,2,TechFusion Bangalore,Garmin India,Processors,AMD,0.2,Gaming,Online
ST0041,VND0023,INT-I712K,67499,2,TXN001212,22,4,2023,2,TechPlaza Surat,Panasonic India,Processors,Intel,0.25,Premium,Online
ST0032,VND0040,POL-PLSBK,35998,2,TXN001213,15,2,2022,1,CyberMart Hyderabad,Nvidia India,Audio,Polk,0.1,Fitness,Online
ST0030,VND0032,ASU-ROG17,431997,3,TXN001214,24,3,2022,1,TechCenter Mumbai,Garmin India,Gaming Laptops,Asus,0.1,Mass Market,In-Store
ST0009,VND0037,LG-GRAM17,374996,5,TXN001215,18,7,2022,3,HomeTech Jaipur,Corsair India,Laptops,LG,0.25,Business,Online
ST0016,VND0047,ZEB-ZEB55,8998,3,TXN001216,9,10,2022,4,ConnectStore Vadodara,Nothing India,Audio,Zebronics,0.25,Fitness,Online
ST0021,VND0035,GAR-WTC6,79997,4,TXN001217,2,6,2024,2,PCWorld Ahmedabad,Intel India,Wearables,Garmin,0.2,Gaming,In-Store
ST0036,VND0026,WES-4TB,23397,4,TXN001218,9,8,2022,3,ElectroShop Lucknow,Huawei India,Storage,WD,0.35,Student,Online
ST0030,VND0029,KIN-K380,5848,3,TXN001219,19,1,2024,1,TechCenter Mumbai,Alienware India,Accessories,Kinesis,0.35,Gaming,In-Store
